연도,작목군,작목명,지역,면적,생산량
2023,식량,쌀보리,충북,0.0,0.0
2024,식량,쌀보리,강원,10.0,13.0
2024,식량,쌀보리,경기,34.0,94.0
2024,식량,쌀보리,경남,475.0,775.0
2024,식량,쌀보리,경북,83.0,106.0
2024,식량,쌀보리,전국,11432.0,22967.0
2024,식량,쌀보리,광주,6.0,11.0
2024,식량,쌀보리,대구,21.0,27.0
2024,식량,쌀보리,부산,0.0,0.0
2024,식량,쌀보리,세종,15.0,40.0
2024,식량,쌀보리,전남,5437.0,10146.0
2024,식량,쌀보리,전북,5093.0,11267.0
2024,식량,쌀보리,제주,215.0,370.0
2024,식량,쌀보리,충남,43.0,117.0
2020,채소,쑥갓,강원,4.0,54.0
2020,채소,쑥갓,경기,194.0,3572.0
2020,채소,쑥갓,경남,1.0,20.0
2020,채소,쑥갓,광주,6.0,176.0
2020,채소,쑥갓,대구,2.0,54.0
2020,채소,쑥갓,대전,0.0,8.0
2020,채소,쑥갓,부산,11.0,170.0
2020,채소,쑥갓,서울,3.0,54.0
2020,채소,쑥갓,울산,13.0,236.0
2020,채소,쑥갓,인천,13.0,343.0
2020,채소,쑥갓,전국,311.0,6162.0
2020,채소,쑥갓,전남,39.0,574.0
2020,채소,쑥갓,전북,2.0,48.0
2020,채소,쑥갓,제주,0.0,6.0
2020,채소,쑥갓,충남,7.0,196.0
2020,채소,쑥갓,충북,14.0,650.0
2021,채소,쑥갓,강원,4.0,54.0
2021,채소,쑥갓,경기,195.0,3600.0
2021,채소,쑥갓,경남,1.0,20.0
2021,채소,쑥갓,경북,,
2021,채소,쑥갓,광주,6.0,176.0
2021,채소,쑥갓,대구,2.0,54.0
2021,채소,쑥갓,대전,,10.0
2021,채소,쑥갓,부산,11.0,170.0
2021,채소,쑥갓,서울,3.0,54.0
2021,채소,쑥갓,세종,,
2021,채소,쑥갓,울산,12.0,232.0
2021,채소,쑥갓,인천,13.0,343.0
2021,채소,쑥갓,전국,322.0,6601.0
2021,채소,쑥갓,전남,39.0,569.0
2021,채소,쑥갓,전북,2.0,48.0
2021,채소,쑥갓,제주,,6.0
2021,채소,쑥갓,충남,7.0,196.0
2021,채소,쑥갓,충북,26.0,1070.0
2022,채소,쑥갓,강원,4.0,56.0
2022,채소,쑥갓,경기,167.0,2735.0
2022,채소,쑥갓,경남,1.0,20.0
2022,채소,쑥갓,광주,13.0,352.0
2022,채소,쑥갓,대구,2.0,54.0
2022,채소,쑥갓,대전,0.0,10.0
2022,채소,쑥갓,부산,11.0,170.0
2022,채소,쑥갓,서울,3.0,54.0
2022,채소,쑥갓,울산,12.0,232.0
2022,채소,쑥갓,인천,12.0,317.0
2022,채소,쑥갓,전국,300.0,5904.0
2022,채소,쑥갓,전남,39.0,569.0
2022,채소,쑥갓,전북,2.0,48.0
2022,채소,쑥갓,제주,0.0,6.0
2022,채소,쑥갓,충남,7.0,196.0
2022,채소,쑥갓,충북,27.0,1086.0
2023,채소,쑥갓,강원,5.0,70.0
2023,채소,쑥갓,경기,182.0,3112.0
2023,채소,쑥갓,경남,1.0,20.0
2023,채소,쑥갓,광주,13.0,352.0
2023,채소,쑥갓,대구,2.0,54.0
2023,채소,쑥갓,대전,0.0,10.0
2023,채소,쑥갓,부산,17.0,251.0
2023,채소,쑥갓,서울,3.0,54.0
2023,채소,쑥갓,울산,16.0,282.0
2023,채소,쑥갓,인천,12.0,317.0
2023,채소,쑥갓,전국,326.0,6428.0
2023,채소,쑥갓,전남,39.0,569.0
2023,채소,쑥갓,전북,2.0,48.0
2023,채소,쑥갓,제주,0.0,6.0
2023,채소,쑥갓,충남,7.0,196.0
2023,채소,쑥갓,충북,27.0,1085.0
2024,채소,쑥갓,강원,4.0,53.0
2024,채소,쑥갓,경기,144.0,2387.0
2024,채소,쑥갓,경남,2.0,60.0
2024,채소,쑥갓,광주,6.0,176.0
2024,채소,쑥갓,대구,2.0,54.0
2024,채소,쑥갓,대전,0.0,10.0
2024,채소,쑥갓,부산,11.0,170.0
2024,채소,쑥갓,서울,3.0,54.0
2024,채소,쑥갓,울산,12.0,232.0
2024,채소,쑥갓,인천,12.0,318.0
2024,채소,쑥갓,전국,271.0,5358.0
2024,채소,쑥갓,전남,39.0,566.0
2024,채소,쑥갓,전북,2.0,48.0
2024,채소,쑥갓,제주,0.0,6.0
2024,채소,쑥갓,충남,7.0,196.0
2024,채소,쑥갓,충북,26.0,1027.0
2020,특약용작물,애엽(쑥황해쑥),강원,2.0,1.0
2020,특약용작물,애엽(쑥황해쑥),경기,1.0,12.0
2020,특약용작물,애엽(쑥황해쑥),경남,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),경북,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),광주,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),대구,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),대전,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),부산,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),서울,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),세종,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),울산,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),인천,1.0,8.0
2020,특약용작물,애엽(쑥황해쑥),전남,62.0,557.0
2020,특약용작물,애엽(쑥황해쑥),전북,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),제주,9.0,21.0
2020,특약용작물,애엽(쑥황해쑥),충남,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),충북,0.0,0.0
2020,특약용작물,애엽(쑥황해쑥),전국,75.0,599.0
2021,특약용작물,애엽(쑥황해쑥),강원,1.0,1.0
2021,특약용작물,애엽(쑥황해쑥),경기,1.0,12.0
2021,특약용작물,애엽(쑥황해쑥),경남,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),경북,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),광주,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),대구,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),대전,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),부산,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),서울,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),세종,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),울산,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),인천,1.0,8.0
2021,특약용작물,애엽(쑥황해쑥),전남,62.0,537.0
2021,특약용작물,애엽(쑥황해쑥),전북,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),제주,9.0,32.0
2021,특약용작물,애엽(쑥황해쑥),충남,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),충북,0.0,0.0
2021,특약용작물,애엽(쑥황해쑥),전국,74.0,590.0
2022,특약용작물,애엽(쑥황해쑥),강원,1.0,0.0
2022,특약용작물,애엽(쑥황해쑥),경기,1.0,12.0
2022,특약용작물,애엽(쑥황해쑥),경남,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),경북,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),광주,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),대구,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),대전,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),부산,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),서울,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),세종,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),울산,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),인천,1.0,8.0
2022,특약용작물,애엽(쑥황해쑥),전남,120.0,537.0
2022,특약용작물,애엽(쑥황해쑥),전북,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),제주,9.0,32.0
2022,특약용작물,애엽(쑥황해쑥),충남,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),충북,0.0,0.0
2022,특약용작물,애엽(쑥황해쑥),전국,132.0,589.0
2023,특약용작물,애엽(쑥황해쑥),강원,1.0,1.0
2023,특약용작물,애엽(쑥황해쑥),경기,1.0,12.0
2023,특약용작물,애엽(쑥황해쑥),경남,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),경북,0.0,1.0
2023,특약용작물,애엽(쑥황해쑥),광주,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),대구,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),대전,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),부산,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),서울,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),세종,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),울산,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),인천,1.0,8.0
2023,특약용작물,애엽(쑥황해쑥),전남,120.0,537.0
2023,특약용작물,애엽(쑥황해쑥),전북,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),제주,9.0,32.0
2023,특약용작물,애엽(쑥황해쑥),충남,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),충북,0.0,0.0
2023,특약용작물,애엽(쑥황해쑥),전국,132.0,591.0
2024,특약용작물,애엽(쑥황해쑥),강원,1.0,1.0
2024,특약용작물,애엽(쑥황해쑥),경기,1.0,12.0
2024,특약용작물,애엽(쑥황해쑥),경남,0.0,7.0
2024,특약용작물,애엽(쑥황해쑥),경북,0.0,1.0
2024,특약용작물,애엽(쑥황해쑥),광주,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),대구,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),대전,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),부산,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),서울,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),세종,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),울산,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),인천,1.0,8.0
2024,특약용작물,애엽(쑥황해쑥),전국,133.0,598.0
2024,특약용작물,애엽(쑥황해쑥),전남,120.0,537.0
2024,특약용작물,애엽(쑥황해쑥),전북,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),제주,9.0,32.0
2024,특약용작물,애엽(쑥황해쑥),충남,0.0,0.0
2024,특약용작물,애엽(쑥황해쑥),충북,0.0,0.0
2020,채소,양배추,강원,1285.0,58594.0
2020,채소,양배추,경기,87.0,4010.0
2020,채소,양배추,경남,70.0,1779.0
2020,채소,양배추,경북,243.0,10855.0
2020,채소,양배추,광주,34.0,1658.0
2020,채소,양배추,대구,195.0,7940.0
2020,채소,양배추,대전,0.0,10.0
2020,채소,양배추,부산,29.0,843.0
2020,채소,양배추,서울,0.0,3.0
2020,채소,양배추,세종,6.0,183.0
2020,채소,양배추,울산,4.0,98.0
2020,채소,양배추,인천,2.0,99.0
2020,채소,양배추,전국,7091.0,313236.0
2020,채소,양배추,전남,2304.0,113644.0
2020,채소,양배추,전북,67.0,3579.0
2020,채소,양배추,제주,2231.0,91917.0
2020,채소,양배추,충남,332.0,9396.0
2020,채소,양배추,충북,203.0,8628.0
2021,채소,양배추,강원,1592.0,73235.0
2021,채소,양배추,경기,78.0,3582.0
2021,채소,양배추,경남,85.0,2172.0
2021,채소,양배추,경북,414.0,16518.0
2021,채소,양배추,광주,25.0,1308.0
2021,채소,양배추,대구,14.0,590.0
2021,채소,양배추,대전,3.0,77.0
2021,채소,양배추,부산,45.0,1302.0
2021,채소,양배추,서울,,8.0
2021,채소,양배추,세종,,13.0
2021,채소,양배추,울산,4.0,97.0
2021,채소,양배추,인천,9.0,415.0
2021,채소,양배추,전국,8675.0,385940.0
2021,채소,양배추,전남,2567.0,131751.0
2021,채소,양배추,전북,137.0,7365.0
2021,채소,양배추,제주,3017.0,125125.0
2021,채소,양배추,충남,454.0,12855.0
2021,채소,양배추,충북,230.0,9527.0
2022,채소,양배추,강원,1702.0,78941.0
2022,채소,양배추,경기,42.0,1980.0
2022,채소,양배추,경남,77.0,1947.0
2022,채소,양배추,경북,337.0,13611.0
2022,채소,양배추,광주,10.0,519.0
2022,채소,양배추,대구,34.0,1379.0
2022,채소,양배추,대전,2.0,56.0
2022,채소,양배추,부산,44.0,1272.0
2022,채소,양배추,서울,0.0,3.0
2022,채소,양배추,세종,1.0,29.0
2022,채소,양배추,울산,6.0,154.0
2022,채소,양배추,인천,12.0,577.0
2022,채소,양배추,전국,7237.0,319123.0
2022,채소,양배추,전남,1985.0,102668.0
2022,채소,양배추,전북,74.0,3876.0
2022,채소,양배추,제주,2149.0,87986.0
2022,채소,양배추,충남,484.0,12708.0
2022,채소,양배추,충북,277.0,11417.0
2023,채소,양배추,강원,1500.0,67205.0
2023,채소,양배추,경기,93.0,4410.0
2023,채소,양배추,경남,64.0,1618.0
2023,채소,양배추,경북,408.0,16251.0
2023,채소,양배추,광주,51.0,1973.0
2023,채소,양배추,대구,29.0,1365.0
2023,채소,양배추,대전,0.0,11.0
2023,채소,양배추,부산,37.0,1067.0
2023,채소,양배추,서울,1.0,24.0
2023,채소,양배추,세종,1.0,27.0
2023,채소,양배추,울산,14.0,358.0
2023,채소,양배추,인천,9.0,434.0
2023,채소,양배추,전국,6436.0,262217.0
2023,채소,양배추,전남,1572.0,60729.0
2023,채소,양배추,전북,57.0,2926.0
2023,채소,양배추,제주,1935.0,82124.0
2023,채소,양배추,충남,397.0,10421.0
2023,채소,양배추,충북,268.0,11274.0
2024,채소,양배추,강원,1846.0,82608.0
2024,채소,양배추,경기,90.0,4173.0
2024,채소,양배추,경남,107.0,2729.0
2024,채소,양배추,경북,377.0,14997.0
2024,채소,양배추,광주,1.0,26.0
2024,채소,양배추,대구,67.0,2943.0
2024,채소,양배추,대전,1.0,28.0
2024,채소,양배추,부산,25.0,726.0
2024,채소,양배추,서울,0.0,20.0
2024,채소,양배추,세종,1.0,21.0
2024,채소,양배추,울산,6.0,164.0
2024,채소,양배추,인천,11.0,498.0
2024,채소,양배추,전국,8347.0,340852.0
2024,채소,양배추,전남,2027.0,77212.0
2024,채소,양배추,전북,102.0,5330.0
2024,채소,양배추,제주,3022.0,126230.0
2024,채소,양배추,충남,430.0,13626.0
2024,채소,양배추,충북,234.0,9521.0
2020,특약용작물,양송이,강원,0.0,8.0
2020,특약용작물,양송이,경기,0.0,0.0
2020,특약용작물,양송이,경남,9.0,977.0
2020,특약용작물,양송이,경북,5.0,969.0
2020,특약용작물,양송이,광주,3.0,518.0
2020,특약용작물,양송이,대구,2.0,187.0
2020,특약용작물,양송이,대전,1.0,100.0
2020,특약용작물,양송이,부산,0.0,0.0
2020,특약용작물,양송이,서울,0.0,0.0
2020,특약용작물,양송이,세종,0.0,0.0
2020,특약용작물,양송이,울산,0.0,0.0
2020,특약용작물,양송이,인천,0.0,0.0
2020,특약용작물,양송이,전남,1.0,137.0
2020,특약용작물,양송이,전북,0.0,25.0
2020,특약용작물,양송이,제주,0.0,0.0
2020,특약용작물,양송이,충남,86.0,17558.0
2020,특약용작물,양송이,충북,0.0,14.0
2020,특약용작물,양송이,전국,107.0,20493.0
2021,특약용작물,양송이,강원,0.0,8.0
2021,특약용작물,양송이,경기,0.0,0.0
2021,특약용작물,양송이,경남,9.0,977.0
2021,특약용작물,양송이,경북,5.0,1007.0
2021,특약용작물,양송이,광주,3.0,518.0
2021,특약용작물,양송이,대구,2.0,187.0
2021,특약용작물,양송이,대전,0.0,0.0
2021,특약용작물,양송이,부산,0.0,0.0
2021,특약용작물,양송이,서울,0.0,0.0
2021,특약용작물,양송이,세종,0.0,0.0
2021,특약용작물,양송이,울산,0.0,0.0
2021,특약용작물,양송이,인천,0.0,0.0
2021,특약용작물,양송이,전남,0.0,20.0
2021,특약용작물,양송이,전북,0.0,25.0
2021,특약용작물,양송이,제주,0.0,0.0
2021,특약용작물,양송이,충남,57.0,6502.0
2021,특약용작물,양송이,충북,0.0,14.0
2021,특약용작물,양송이,전국,76.0,9258.0
2022,특약용작물,양송이,강원,0.0,8.0
2022,특약용작물,양송이,경기,0.0,0.0
2022,특약용작물,양송이,경남,9.0,972.0
2022,특약용작물,양송이,경북,5.0,960.0
2022,특약용작물,양송이,광주,3.0,518.0
2022,특약용작물,양송이,대구,3.0,329.0
2022,특약용작물,양송이,대전,0.0,0.0
2022,특약용작물,양송이,부산,0.0,0.0
2022,특약용작물,양송이,서울,0.0,0.0
2022,특약용작물,양송이,세종,0.0,0.0
2022,특약용작물,양송이,울산,0.0,0.0
2022,특약용작물,양송이,인천,0.0,0.0
2022,특약용작물,양송이,전남,0.0,20.0
2022,특약용작물,양송이,전북,0.0,25.0
2022,특약용작물,양송이,제주,0.0,0.0
2022,특약용작물,양송이,충남,67.0,5122.0
2022,특약용작물,양송이,충북,0.0,0.0
2022,특약용작물,양송이,전국,87.0,7954.0
2023,특약용작물,양송이,강원,0.0,8.0
2023,특약용작물,양송이,경기,0.0,0.0
2023,특약용작물,양송이,경남,9.0,972.0
2023,특약용작물,양송이,경북,5.0,938.0
2023,특약용작물,양송이,광주,3.0,518.0
2023,특약용작물,양송이,대구,3.0,329.0
2023,특약용작물,양송이,대전,0.0,0.0
2023,특약용작물,양송이,부산,0.0,0.0
2023,특약용작물,양송이,서울,0.0,0.0
2023,특약용작물,양송이,세종,0.0,0.0
2023,특약용작물,양송이,울산,0.0,0.0
2023,특약용작물,양송이,인천,0.0,0.0
2023,특약용작물,양송이,전남,0.0,2.0
2023,특약용작물,양송이,전북,0.0,25.0
2023,특약용작물,양송이,제주,0.0,0.0
2023,특약용작물,양송이,충남,65.0,5191.0
2023,특약용작물,양송이,충북,0.0,0.0
2023,특약용작물,양송이,전국,85.0,7983.0
2024,특약용작물,양송이,강원,0.0,8.0
2024,특약용작물,양송이,경기,0.0,0.0
2024,특약용작물,양송이,경남,9.0,972.0
2024,특약용작물,양송이,경북,5.0,950.0
2024,특약용작물,양송이,광주,3.0,518.0
2024,특약용작물,양송이,대구,3.0,336.0
2024,특약용작물,양송이,대전,0.0,0.0
2024,특약용작물,양송이,부산,0.0,0.0
2024,특약용작물,양송이,서울,0.0,0.0
2024,특약용작물,양송이,세종,0.0,0.0
2024,특약용작물,양송이,울산,0.0,0.0
2024,특약용작물,양송이,인천,0.0,0.0
2024,특약용작물,양송이,전국,87.0,7962.0
2024,특약용작물,양송이,전남,0.0,2.0
2024,특약용작물,양송이,전북,1.0,27.0
2024,특약용작물,양송이,제주,0.0,0.0
2024,특약용작물,양송이,충남,67.0,5150.0
2024,특약용작물,양송이,충북,0.0,0.0
2020,특약용작물,양유(더덕),강원,1148.0,5291.0
2020,특약용작물,양유(더덕),경기,4.0,8.0
2020,특약용작물,양유(더덕),경남,42.0,60.0
2020,특약용작물,양유(더덕),경북,12.0,43.0
2020,특약용작물,양유(더덕),광주,0.0,0.0
2020,특약용작물,양유(더덕),대구,0.0,0.0
2020,특약용작물,양유(더덕),대전,0.0,0.0
2020,특약용작물,양유(더덕),부산,0.0,0.0
2020,특약용작물,양유(더덕),서울,0.0,0.0
2020,특약용작물,양유(더덕),세종,0.0,0.0
2020,특약용작물,양유(더덕),울산,0.0,0.0
2020,특약용작물,양유(더덕),인천,0.0,0.0
2020,특약용작물,양유(더덕),전남,42.0,236.0
2020,특약용작물,양유(더덕),전북,19.0,86.0
2020,특약용작물,양유(더덕),제주,997.0,2517.0
2020,특약용작물,양유(더덕),충남,26.0,178.0
2020,특약용작물,양유(더덕),충북,31.0,25.0
2020,특약용작물,양유(더덕),전국,2321.0,8444.0
2021,특약용작물,양유(더덕),강원,1123.0,6042.0
2021,특약용작물,양유(더덕),경기,4.0,9.0
2021,특약용작물,양유(더덕),경남,42.0,59.0
2021,특약용작물,양유(더덕),경북,13.0,42.0
2021,특약용작물,양유(더덕),광주,0.0,0.0
2021,특약용작물,양유(더덕),대구,0.0,0.0
2021,특약용작물,양유(더덕),대전,0.0,0.0
2021,특약용작물,양유(더덕),부산,0.0,0.0
2021,특약용작물,양유(더덕),서울,0.0,0.0
2021,특약용작물,양유(더덕),세종,0.0,0.0
2021,특약용작물,양유(더덕),울산,0.0,0.0
2021,특약용작물,양유(더덕),인천,0.0,0.0
2021,특약용작물,양유(더덕),전남,38.0,229.0
2021,특약용작물,양유(더덕),전북,20.0,89.0
2021,특약용작물,양유(더덕),제주,980.0,5083.0
2021,특약용작물,양유(더덕),충남,16.0,77.0
2021,특약용작물,양유(더덕),충북,21.0,25.0
2021,특약용작물,양유(더덕),전국,2257.0,11655.0
2022,특약용작물,양유(더덕),강원,1091.0,6460.0
2022,특약용작물,양유(더덕),경기,4.0,9.0
2022,특약용작물,양유(더덕),경남,41.0,46.0
2022,특약용작물,양유(더덕),경북,15.0,48.0
2022,특약용작물,양유(더덕),광주,0.0,0.0
2022,특약용작물,양유(더덕),대구,0.0,0.0
2022,특약용작물,양유(더덕),대전,0.0,0.0
2022,특약용작물,양유(더덕),부산,0.0,0.0
2022,특약용작물,양유(더덕),서울,0.0,0.0
2022,특약용작물,양유(더덕),세종,0.0,0.0
2022,특약용작물,양유(더덕),울산,0.0,0.0
2022,특약용작물,양유(더덕),인천,0.0,0.0
2022,특약용작물,양유(더덕),전남,38.0,241.0
2022,특약용작물,양유(더덕),전북,8.0,73.0
2022,특약용작물,양유(더덕),제주,952.0,4966.0
2022,특약용작물,양유(더덕),충남,13.0,55.0
2022,특약용작물,양유(더덕),충북,25.0,29.0
2022,특약용작물,양유(더덕),전국,2187.0,11927.0
2023,특약용작물,양유(더덕),강원,1092.0,6444.0
2023,특약용작물,양유(더덕),경기,4.0,9.0
2023,특약용작물,양유(더덕),경남,39.0,46.0
2023,특약용작물,양유(더덕),경북,12.0,34.0
2023,특약용작물,양유(더덕),광주,0.0,0.0
2023,특약용작물,양유(더덕),대구,0.0,0.0
2023,특약용작물,양유(더덕),대전,0.0,0.0
2023,특약용작물,양유(더덕),부산,0.0,0.0
2023,특약용작물,양유(더덕),서울,0.0,0.0
2023,특약용작물,양유(더덕),세종,0.0,0.0
2023,특약용작물,양유(더덕),울산,0.0,0.0
2023,특약용작물,양유(더덕),인천,0.0,0.0
2023,특약용작물,양유(더덕),전남,38.0,238.0
2023,특약용작물,양유(더덕),전북,8.0,73.0
2023,특약용작물,양유(더덕),제주,898.0,4787.0
2023,특약용작물,양유(더덕),충남,14.0,78.0
2023,특약용작물,양유(더덕),충북,16.0,20.0
2023,특약용작물,양유(더덕),전국,2121.0,11729.0
2024,특약용작물,양유(더덕),강원,896.0,4515.0
2024,특약용작물,양유(더덕),경기,4.0,9.0
2024,특약용작물,양유(더덕),경남,37.0,45.0
2024,특약용작물,양유(더덕),경북,12.0,34.0
2024,특약용작물,양유(더덕),광주,0.0,0.0
2024,특약용작물,양유(더덕),대구,0.0,0.0
2024,특약용작물,양유(더덕),대전,0.0,0.0
2024,특약용작물,양유(더덕),부산,0.0,0.0
2024,특약용작물,양유(더덕),서울,0.0,0.0
2024,특약용작물,양유(더덕),세종,0.0,0.0
2024,특약용작물,양유(더덕),울산,0.0,0.0
2024,특약용작물,양유(더덕),인천,0.0,0.0
2024,특약용작물,양유(더덕),전국,1907.0,9655.0
2024,특약용작물,양유(더덕),전남,34.0,189.0
2024,특약용작물,양유(더덕),전북,8.0,73.0
2024,특약용작물,양유(더덕),제주,887.0,4687.0
2024,특약용작물,양유(더덕),충남,13.0,82.0
2024,특약용작물,양유(더덕),충북,16.0,20.0
2020,채소,양파,강원,76.0,4455.0
2020,채소,양파,경기,345.0,20525.0
2020,채소,양파,경남,2825.0,248082.0
2020,채소,양파,경북,2365.0,191509.0
2020,채소,양파,광주,34.0,2591.0
2020,채소,양파,대구,356.0,31861.0
2020,채소,양파,대전,2.0,119.0
2020,채소,양파,부산,13.0,988.0
2020,채소,양파,서울,0.0,12.0
2020,채소,양파,세종,5.0,303.0
2020,채소,양파,울산,28.0,1657.0
2020,채소,양파,인천,24.0,1563.0
2020,채소,양파,전국,14673.0,1168227.0
2020,채소,양파,전남,5743.0,452737.0
2020,채소,양파,전북,1142.0,90175.0
2020,채소,양파,제주,955.0,72489.0
2020,채소,양파,충남,693.0,45885.0
2020,채소,양파,충북,68.0,3275.0
2021,채소,양파,강원,131.0,8480.0
2021,채소,양파,경기,276.0,16357.0
2021,채소,양파,경남,4023.0,338881.0
2021,채소,양파,경북,3159.0,307652.0
2021,채소,양파,광주,42.0,3120.0
2021,채소,양파,대구,332.0,26488.0
2021,채소,양파,대전,13.0,905.0
2021,채소,양파,부산,26.0,1581.0
2021,채소,양파,서울,1.0,85.0
2021,채소,양파,세종,1.0,104.0
2021,채소,양파,울산,31.0,2164.0
2021,채소,양파,인천,27.0,2045.0
2021,채소,양파,전국,18461.0,1576752.0
2021,채소,양파,전남,6775.0,579053.0
2021,채소,양파,전북,1687.0,140266.0
2021,채소,양파,제주,906.0,74856.0
2021,채소,양파,충남,923.0,65042.0
2021,채소,양파,충북,106.0,9673.0
2022,채소,양파,강원,62.0,3136.0
2022,채소,양파,경기,369.0,15718.0
2022,채소,양파,경남,3777.0,237057.0
2022,채소,양파,경북,2771.0,208970.0
2022,채소,양파,광주,97.0,5115.0
2022,채소,양파,대구,360.0,34554.0
2022,채소,양파,대전,9.0,450.0
2022,채소,양파,부산,19.0,825.0
2022,채소,양파,서울,1.0,30.0
2022,채소,양파,세종,20.0,1036.0
2022,채소,양파,울산,34.0,1470.0
2022,채소,양파,인천,19.0,1239.0
2022,채소,양파,전국,17661.0,1195563.0
2022,채소,양파,전남,6676.0,468234.0
2022,채소,양파,전북,1578.0,101560.0
2022,채소,양파,제주,946.0,67481.0
2022,채소,양파,충남,828.0,42976.0
2022,채소,양파,충북,95.0,5712.0
2023,채소,양파,강원,99.0,5251.0
2023,채소,양파,경기,435.0,25900.0
2023,채소,양파,경남,3482.0,250055.0
2023,채소,양파,경북,2986.0,234667.0
2023,채소,양파,광주,71.0,4705.0
2023,채소,양파,대구,332.0,27620.0
2023,채소,양파,대전,9.0,567.0
2023,채소,양파,부산,16.0,746.0
2023,채소,양파,서울,1.0,32.0
2023,채소,양파,세종,13.0,851.0
2023,채소,양파,울산,45.0,2456.0
2023,채소,양파,인천,17.0,1231.0
2023,채소,양파,전국,17282.0,1172848.0
2023,채소,양파,전남,6079.0,393809.0
2023,채소,양파,전북,1751.0,103177.0
2023,채소,양파,제주,1035.0,62982.0
2023,채소,양파,충남,836.0,54783.0
2023,채소,양파,충북,74.0,4017.0
2024,채소,양파,강원,113.0,7714.0
2024,채소,양파,경기,299.0,19508.0
2024,채소,양파,경남,3860.0,274810.0
2024,채소,양파,경북,2696.0,198037.0
2024,채소,양파,광주,41.0,1760.0
2024,채소,양파,대구,683.0,52801.0
2024,채소,양파,대전,10.0,634.0
2024,채소,양파,부산,21.0,613.0
2024,채소,양파,서울,0.0,16.0
2024,채소,양파,세종,11.0,684.0
2024,채소,양파,울산,41.0,2233.0
2024,채소,양파,인천,17.0,875.0
2024,채소,양파,전국,18614.0,1175276.0
2024,채소,양파,전남,6862.0,373914.0
2024,채소,양파,전북,1824.0,112349.0
2024,채소,양파,제주,1015.0,61652.0
2024,채소,양파,충남,976.0,59535.0
2024,채소,양파,충북,145.0,8140.0
2020,특약용작물,어성초(약모밀),강원,0.0,0.0
2020,특약용작물,어성초(약모밀),경기,0.0,0.0
2020,특약용작물,어성초(약모밀),경남,4.0,10.0
2020,특약용작물,어성초(약모밀),경북,5.0,57.0
2020,특약용작물,어성초(약모밀),광주,0.0,0.0
2020,특약용작물,어성초(약모밀),대구,2.0,17.0
2020,특약용작물,어성초(약모밀),대전,0.0,0.0
2020,특약용작물,어성초(약모밀),부산,0.0,4.0
2020,특약용작물,어성초(약모밀),서울,0.0,0.0
2020,특약용작물,어성초(약모밀),세종,0.0,0.0
