연도,작목군,작목명,지역,면적,생산량
2022,특약용작물,땅콩,서울,3.0,8.0
2022,특약용작물,땅콩,세종,13.0,29.0
2022,특약용작물,땅콩,울산,23.0,63.0
2022,특약용작물,땅콩,인천,58.0,152.0
2022,특약용작물,땅콩,전남,369.0,1164.0
2022,특약용작물,땅콩,전북,625.0,2122.0
2022,특약용작물,땅콩,제주,8.0,9.0
2022,특약용작물,땅콩,충남,594.0,1430.0
2022,특약용작물,땅콩,충북,331.0,425.0
2022,특약용작물,땅콩,전국,4062.0,10711.0
2023,특약용작물,땅콩,강원,188.0,555.0
2023,특약용작물,땅콩,경기,490.0,866.0
2023,특약용작물,땅콩,경남,238.0,646.0
2023,특약용작물,땅콩,경북,911.0,2413.0
2023,특약용작물,땅콩,광주,10.0,9.0
2023,특약용작물,땅콩,대구,27.0,61.0
2023,특약용작물,땅콩,대전,13.0,30.0
2023,특약용작물,땅콩,부산,7.0,6.0
2023,특약용작물,땅콩,서울,1.0,2.0
2023,특약용작물,땅콩,세종,20.0,45.0
2023,특약용작물,땅콩,울산,23.0,61.0
2023,특약용작물,땅콩,인천,63.0,165.0
2023,특약용작물,땅콩,전남,268.0,790.0
2023,특약용작물,땅콩,전북,586.0,2004.0
2023,특약용작물,땅콩,제주,3.0,3.0
2023,특약용작물,땅콩,충남,497.0,1220.0
2023,특약용작물,땅콩,충북,244.0,310.0
2023,특약용작물,땅콩,전국,3589.0,9186.0
2024,특약용작물,땅콩,강원,165.0,526.0
2024,특약용작물,땅콩,경기,556.0,999.0
2024,특약용작물,땅콩,경남,214.0,587.0
2024,특약용작물,땅콩,경북,725.0,1889.0
2024,특약용작물,땅콩,광주,10.0,9.0
2024,특약용작물,땅콩,대구,79.0,185.0
2024,특약용작물,땅콩,대전,17.0,40.0
2024,특약용작물,땅콩,부산,8.0,7.0
2024,특약용작물,땅콩,서울,1.0,2.0
2024,특약용작물,땅콩,세종,30.0,66.0
2024,특약용작물,땅콩,울산,27.0,74.0
2024,특약용작물,땅콩,인천,66.0,172.0
2024,특약용작물,땅콩,전국,3354.0,8164.0
2024,특약용작물,땅콩,전남,242.0,722.0
2024,특약용작물,땅콩,전북,459.0,1560.0
2024,특약용작물,땅콩,제주,2.0,2.0
2024,특약용작물,땅콩,충남,506.0,1010.0
2024,특약용작물,땅콩,충북,247.0,314.0
2020,채소,마늘,강원,236.0,2476.0
2020,채소,마늘,경기,1020.0,11087.0
2020,채소,마늘,경남,6266.0,97511.0
2020,채소,마늘,경북,5117.0,83020.0
2020,채소,마늘,광주,35.0,456.0
2020,채소,마늘,대구,418.0,6769.0
2020,채소,마늘,대전,21.0,215.0
2020,채소,마늘,부산,31.0,372.0
2020,채소,마늘,서울,1.0,6.0
2020,채소,마늘,세종,47.0,368.0
2020,채소,마늘,울산,81.0,1239.0
2020,채소,마늘,인천,91.0,840.0
2020,채소,마늘,전국,25372.0,363432.0
2020,채소,마늘,전남,5326.0,70437.0
2020,채소,마늘,전북,976.0,12704.0
2020,채소,마늘,제주,2122.0,31291.0
2020,채소,마늘,충남,2806.0,37532.0
2020,채소,마늘,충북,780.0,7111.0
2021,채소,마늘,강원,314.0,2891.0
2021,채소,마늘,경기,742.0,8172.0
2021,채소,마늘,경남,5732.0,80609.0
2021,채소,마늘,경북,4461.0,65901.0
2021,채소,마늘,광주,34.0,442.0
2021,채소,마늘,대구,359.0,6053.0
2021,채소,마늘,대전,31.0,353.0
2021,채소,마늘,부산,36.0,451.0
2021,채소,마늘,서울,4.0,40.0
2021,채소,마늘,세종,29.0,393.0
2021,채소,마늘,울산,59.0,549.0
2021,채소,마늘,인천,56.0,643.0
2021,채소,마늘,전국,21999.0,308532.0
2021,채소,마늘,전남,3917.0,47749.0
2021,채소,마늘,전북,759.0,8755.0
2021,채소,마늘,제주,1337.0,19415.0
2021,채소,마늘,충남,3437.0,59397.0
2021,채소,마늘,충북,691.0,6719.0
2022,채소,마늘,강원,317.0,2594.0
2022,채소,마늘,경기,678.0,6458.0
2022,채소,마늘,경남,6402.0,78547.0
2022,채소,마늘,경북,4536.0,62262.0
2022,채소,마늘,광주,33.0,351.0
2022,채소,마늘,대구,414.0,5330.0
2022,채소,마늘,대전,38.0,344.0
2022,채소,마늘,부산,27.0,326.0
2022,채소,마늘,서울,2.0,20.0
2022,채소,마늘,세종,39.0,334.0
2022,채소,마늘,울산,61.0,718.0
2022,채소,마늘,인천,56.0,493.0
2022,채소,마늘,전국,22362.0,272759.0
2022,채소,마늘,전남,3887.0,42828.0
2022,채소,마늘,전북,804.0,8895.0
2022,채소,마늘,제주,1238.0,16289.0
2022,채소,마늘,충남,3249.0,41660.0
2022,채소,마늘,충북,582.0,5309.0
2023,채소,마늘,강원,313.0,2674.0
2023,채소,마늘,경기,656.0,6604.0
2023,채소,마늘,경남,7519.0,97122.0
2023,채소,마늘,경북,5208.0,76362.0
2023,채소,마늘,광주,31.0,402.0
2023,채소,마늘,대구,461.0,8048.0
2023,채소,마늘,대전,36.0,350.0
2023,채소,마늘,부산,29.0,377.0
2023,채소,마늘,서울,2.0,20.0
2023,채소,마늘,세종,60.0,665.0
2023,채소,마늘,울산,72.0,707.0
2023,채소,마늘,인천,43.0,523.0
2023,채소,마늘,전국,24700.0,318220.0
2023,채소,마늘,전남,4061.0,43850.0
2023,채소,마늘,전북,715.0,7299.0
2023,채소,마늘,제주,1251.0,17521.0
2023,채소,마늘,충남,3573.0,48986.0
2023,채소,마늘,충북,669.0,6710.0
2024,채소,마늘,강원,271.0,2418.0
2024,채소,마늘,경기,701.0,8080.0
2024,채소,마늘,경남,7033.0,94537.0
2024,채소,마늘,경북,4568.0,64278.0
2024,채소,마늘,광주,40.0,419.0
2024,채소,마늘,대구,847.0,13459.0
2024,채소,마늘,대전,37.0,356.0
2024,채소,마늘,부산,30.0,363.0
2024,채소,마늘,서울,2.0,18.0
2024,채소,마늘,세종,64.0,816.0
2024,채소,마늘,울산,86.0,1116.0
2024,채소,마늘,인천,48.0,656.0
2024,채소,마늘,전국,23290.0,284936.0
2024,채소,마늘,전남,3443.0,29430.0
2024,채소,마늘,전북,701.0,6628.0
2024,채소,마늘,제주,1135.0,10137.0
2024,채소,마늘,충남,3518.0,44154.0
2024,채소,마늘,충북,765.0,8071.0
2020,과수,매실,강원,158.0,633.0
2020,과수,매실,경기,780.0,2457.0
2020,과수,매실,경남,1403.0,9794.0
2020,과수,매실,경북,613.0,2414.0
2020,과수,매실,전국,8487.0,40122.0
2020,과수,매실,광주,81.0,409.0
2020,과수,매실,대구,95.0,518.0
2020,과수,매실,대전,109.0,789.0
2020,과수,매실,부산,124.0,380.0
2020,과수,매실,서울,2.0,2.0
2020,과수,매실,세종,42.0,136.0
2020,과수,매실,울산,149.0,1186.0
2020,과수,매실,인천,103.0,635.0
2020,과수,매실,전남,3479.0,14739.0
2020,과수,매실,전북,555.0,2420.0
2020,과수,매실,제주,143.0,761.0
2020,과수,매실,충남,416.0,1878.0
2020,과수,매실,충북,234.0,970.0
2021,과수,매실,강원,137.0,481.0
2021,과수,매실,경기,621.0,1669.0
2021,과수,매실,경남,1168.0,7982.0
2021,과수,매실,경북,381.0,1638.0
2021,과수,매실,전국,6256.0,30191.0
2021,과수,매실,광주,85.0,346.0
2021,과수,매실,대구,65.0,334.0
2021,과수,매실,대전,61.0,451.0
2021,과수,매실,부산,79.0,292.0
2021,과수,매실,서울,4.0,2.0
2021,과수,매실,세종,12.0,35.0
2021,과수,매실,울산,120.0,1076.0
2021,과수,매실,인천,96.0,569.0
2021,과수,매실,전남,2623.0,11523.0
2021,과수,매실,전북,310.0,1372.0
2021,과수,매실,제주,57.0,314.0
2021,과수,매실,충남,270.0,1292.0
2021,과수,매실,충북,169.0,815.0
2022,과수,매실,강원,105.0,381.0
2022,과수,매실,경기,545.0,1660.0
2022,과수,매실,경남,1298.0,7418.0
2022,과수,매실,경북,365.0,1474.0
2022,과수,매실,전국,6392.0,30727.0
2022,과수,매실,광주,93.0,454.0
2022,과수,매실,대구,56.0,319.0
2022,과수,매실,대전,68.0,451.0
2022,과수,매실,부산,70.0,184.0
2022,과수,매실,서울,6.0,3.0
2022,과수,매실,세종,13.0,32.0
2022,과수,매실,울산,131.0,1202.0
2022,과수,매실,인천,80.0,507.0
2022,과수,매실,전남,2779.0,12924.0
2022,과수,매실,전북,302.0,1449.0
2022,과수,매실,제주,59.0,299.0
2022,과수,매실,충남,272.0,1289.0
2022,과수,매실,충북,149.0,681.0
2023,과수,매실,강원,117.0,422.0
2023,과수,매실,경기,507.0,1493.0
2023,과수,매실,경남,1180.0,5751.0
2023,과수,매실,경북,308.0,1290.0
2023,과수,매실,전국,5927.0,26262.0
2023,과수,매실,광주,96.0,489.0
2023,과수,매실,대구,53.0,288.0
2023,과수,매실,대전,62.0,563.0
2023,과수,매실,부산,71.0,184.0
2023,과수,매실,서울,4.0,1.0
2023,과수,매실,세종,17.0,27.0
2023,과수,매실,울산,126.0,943.0
2023,과수,매실,인천,80.0,491.0
2023,과수,매실,전남,2579.0,10699.0
2023,과수,매실,전북,259.0,1266.0
2023,과수,매실,제주,56.0,332.0
2023,과수,매실,충남,256.0,1259.0
2023,과수,매실,충북,158.0,764.0
2024,과수,매실,강원,115.0,415.0
2024,과수,매실,경기,409.0,1411.0
2024,과수,매실,경남,1097.0,5787.0
2024,과수,매실,경북,292.0,1123.0
2024,과수,매실,전국,5566.0,23863.0
2024,과수,매실,광주,95.0,420.0
2024,과수,매실,대구,68.0,364.0
2024,과수,매실,대전,62.0,578.0
2024,과수,매실,부산,69.0,62.0
2024,과수,매실,서울,6.0,1.0
2024,과수,매실,세종,14.0,28.0
2024,과수,매실,울산,113.0,849.0
2024,과수,매실,인천,96.0,508.0
2024,과수,매실,전남,2416.0,8596.0
2024,과수,매실,전북,248.0,1509.0
2024,과수,매실,제주,55.0,312.0
2024,과수,매실,충남,245.0,1191.0
2024,과수,매실,충북,164.0,709.0
2020,특약용작물,맥문동(소엽맥문동),강원,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),경기,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),경남,1.0,6.0
2020,특약용작물,맥문동(소엽맥문동),경북,5.0,11.0
2020,특약용작물,맥문동(소엽맥문동),광주,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),대구,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),대전,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),부산,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),서울,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),세종,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),울산,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),인천,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),전남,1.0,1.0
2020,특약용작물,맥문동(소엽맥문동),전북,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),제주,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),충남,23.0,42.0
2020,특약용작물,맥문동(소엽맥문동),충북,0.0,0.0
2020,특약용작물,맥문동(소엽맥문동),전국,30.0,60.0
2021,특약용작물,맥문동(소엽맥문동),강원,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),경기,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),경남,1.0,1.0
2021,특약용작물,맥문동(소엽맥문동),경북,5.0,10.0
2021,특약용작물,맥문동(소엽맥문동),광주,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),대구,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),대전,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),부산,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),서울,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),세종,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),울산,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),인천,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),전남,0.0,1.0
2021,특약용작물,맥문동(소엽맥문동),전북,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),제주,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),충남,26.0,50.0
2021,특약용작물,맥문동(소엽맥문동),충북,0.0,0.0
2021,특약용작물,맥문동(소엽맥문동),전국,32.0,62.0
2022,특약용작물,맥문동(소엽맥문동),강원,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),경기,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),경남,1.0,6.0
2022,특약용작물,맥문동(소엽맥문동),경북,5.0,10.0
2022,특약용작물,맥문동(소엽맥문동),광주,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),대구,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),대전,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),부산,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),서울,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),세종,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),울산,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),인천,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),전남,0.0,1.0
2022,특약용작물,맥문동(소엽맥문동),전북,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),제주,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),충남,27.0,64.0
2022,특약용작물,맥문동(소엽맥문동),충북,0.0,0.0
2022,특약용작물,맥문동(소엽맥문동),전국,33.0,81.0
2023,특약용작물,맥문동(소엽맥문동),강원,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),경기,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),경남,1.0,1.0
2023,특약용작물,맥문동(소엽맥문동),경북,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),광주,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),대구,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),대전,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),부산,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),서울,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),세종,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),울산,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),인천,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),전남,0.0,1.0
2023,특약용작물,맥문동(소엽맥문동),전북,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),제주,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),충남,25.0,61.0
2023,특약용작물,맥문동(소엽맥문동),충북,0.0,0.0
2023,특약용작물,맥문동(소엽맥문동),전국,26.0,63.0
2024,특약용작물,맥문동(소엽맥문동),강원,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),경기,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),경남,1.0,1.0
2024,특약용작물,맥문동(소엽맥문동),경북,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),광주,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),대구,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),대전,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),부산,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),서울,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),세종,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),울산,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),인천,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),전국,26.0,63.0
2024,특약용작물,맥문동(소엽맥문동),전남,0.0,1.0
2024,특약용작물,맥문동(소엽맥문동),전북,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),제주,0.0,0.0
2024,특약용작물,맥문동(소엽맥문동),충남,25.0,61.0
2024,특약용작물,맥문동(소엽맥문동),충북,0.0,0.0
2020,식량,맥주보리,강원,0.0,0.0
2020,식량,맥주보리,경기,0.0,0.0
2020,식량,맥주보리,경남,576.0,1632.0
2020,식량,맥주보리,경북,0.0,0.0
2020,식량,맥주보리,전국,8170.0,23850.0
2020,식량,맥주보리,광주,0.0,0.0
2020,식량,맥주보리,대구,0.0,0.0
2020,식량,맥주보리,대전,0.0,0.0
2020,식량,맥주보리,부산,0.0,0.0
2020,식량,맥주보리,서울,0.0,0.0
2020,식량,맥주보리,세종,0.0,0.0
2020,식량,맥주보리,울산,0.0,0.0
2020,식량,맥주보리,인천,0.0,0.0
2020,식량,맥주보리,전남,5193.0,16234.0
2020,식량,맥주보리,전북,28.0,87.0
2020,식량,맥주보리,제주,2373.0,5896.0
2020,식량,맥주보리,충남,0.0,0.0
2020,식량,맥주보리,충북,0.0,0.0
2021,식량,맥주보리,강원,0.0,0.0
2021,식량,맥주보리,경기,0.0,0.0
2021,식량,맥주보리,경남,386.0,1249.0
2021,식량,맥주보리,경북,0.0,0.0
2021,식량,맥주보리,전국,7175.0,23131.0
2021,식량,맥주보리,광주,0.0,0.0
2021,식량,맥주보리,대구,0.0,0.0
2021,식량,맥주보리,대전,0.0,0.0
2021,식량,맥주보리,부산,0.0,0.0
2021,식량,맥주보리,서울,0.0,0.0
2021,식량,맥주보리,세종,0.0,0.0
2021,식량,맥주보리,울산,0.0,0.0
2021,식량,맥주보리,인천,0.0,0.0
2021,식량,맥주보리,전남,4995.0,17368.0
2021,식량,맥주보리,전북,47.0,163.0
2021,식량,맥주보리,제주,1742.0,4331.0
2021,식량,맥주보리,충남,0.0,0.0
2021,식량,맥주보리,충북,6.0,20.0
2022,식량,맥주보리,강원,0.0,0.0
2022,식량,맥주보리,경기,0.0,0.0
2022,식량,맥주보리,경남,280.0,762.0
2022,식량,맥주보리,경북,0.0,0.0
2022,식량,맥주보리,전국,6040.0,17794.0
2022,식량,맥주보리,광주,0.0,0.0
2022,식량,맥주보리,대구,0.0,0.0
2022,식량,맥주보리,대전,0.0,0.0
2022,식량,맥주보리,부산,0.0,0.0
2022,식량,맥주보리,서울,0.0,0.0
2022,식량,맥주보리,세종,0.0,0.0
2022,식량,맥주보리,울산,0.0,0.0
2022,식량,맥주보리,인천,0.0,0.0
2022,식량,맥주보리,전남,3938.0,11758.0
2022,식량,맥주보리,전북,120.0,357.0
2022,식량,맥주보리,제주,1702.0,4916.0
2022,식량,맥주보리,충남,0.0,0.0
2022,식량,맥주보리,충북,0.0,0.0
2023,식량,맥주보리,강원,0.0,0.0
2023,식량,맥주보리,경기,0.0,0.0
2023,식량,맥주보리,경남,217.0,528.0
2023,식량,맥주보리,경북,0.0,0.0
2023,식량,맥주보리,전국,5949.0,15294.0
2023,식량,맥주보리,광주,0.0,0.0
2023,식량,맥주보리,대구,0.0,0.0
2023,식량,맥주보리,대전,0.0,0.0
2023,식량,맥주보리,부산,0.0,0.0
2023,식량,맥주보리,서울,0.0,0.0
2023,식량,맥주보리,세종,0.0,0.0
2023,식량,맥주보리,울산,0.0,0.0
2023,식량,맥주보리,인천,0.0,0.0
2023,식량,맥주보리,전남,4068.0,11059.0
2023,식량,맥주보리,전북,50.0,136.0
2023,식량,맥주보리,제주,1608.0,3556.0
2023,식량,맥주보리,충남,0.0,0.0
2023,식량,맥주보리,충북,5.0,15.0
2024,식량,맥주보리,경남,116.0,188.0
2024,식량,맥주보리,전국,5468.0,10913.0
2024,식량,맥주보리,전남,3588.0,7397.0
2024,식량,맥주보리,전북,58.0,119.0
2024,식량,맥주보리,제주,1701.0,3198.0
2024,식량,맥주보리,충북,6.0,12.0
2020,식량,메밀,강원,149.0,115.0
2020,식량,메밀,경기,3.0,5.0
2020,식량,메밀,경남,47.0,66.0
2020,식량,메밀,경북,183.0,294.0
2020,식량,메밀,전국,1600.0,1549.0
2020,식량,메밀,광주,10.0,49.0
2020,식량,메밀,대구,1.0,2.0
2020,식량,메밀,대전,0.0,0.0
2020,식량,메밀,부산,0.0,0.0
2020,식량,메밀,서울,0.0,0.0
2020,식량,메밀,세종,0.0,0.0
2020,식량,메밀,울산,0.0,0.0
2020,식량,메밀,인천,0.0,0.0
2020,식량,메밀,전남,337.0,266.0
2020,식량,메밀,전북,124.0,150.0
2020,식량,메밀,제주,728.0,582.0
2020,식량,메밀,충남,1.0,2.0
2020,식량,메밀,충북,16.0,18.0
2021,식량,메밀,강원,189.0,155.0
2021,식량,메밀,경기,25.0,39.0
2021,식량,메밀,경남,67.0,91.0
2021,식량,메밀,경북,199.0,297.0
2021,식량,메밀,전국,2148.0,1967.0
2021,식량,메밀,광주,1.0,7.0
2021,식량,메밀,대구,1.0,1.0
2021,식량,메밀,대전,0.0,0.0
2021,식량,메밀,부산,0.0,0.0
2021,식량,메밀,서울,0.0,0.0
2021,식량,메밀,세종,0.0,0.0
2021,식량,메밀,울산,2.0,3.0
2021,식량,메밀,인천,0.0,0.0
2021,식량,메밀,전남,108.0,84.0
2021,식량,메밀,전북,86.0,109.0
2021,식량,메밀,제주,1426.0,1127.0
2021,식량,메밀,충남,22.0,30.0
2021,식량,메밀,충북,22.0,24.0
2022,식량,메밀,강원,37.0,29.0
2022,식량,메밀,경기,2.0,4.0
2022,식량,메밀,경남,84.0,103.0
2022,식량,메밀,경북,239.0,349.0
2022,식량,메밀,전국,2259.0,1982.0
2022,식량,메밀,광주,3.0,3.0
2022,식량,메밀,대구,2.0,3.0
2022,식량,메밀,대전,0.0,0.0
2022,식량,메밀,부산,0.0,0.0
2022,식량,메밀,서울,0.0,0.0
2022,식량,메밀,세종,0.0,0.0
2022,식량,메밀,울산,1.0,2.0
2022,식량,메밀,인천,1.0,1.0
2022,식량,메밀,전남,101.0,73.0
2022,식량,메밀,전북,56.0,72.0
2022,식량,메밀,제주,1665.0,1264.0
2022,식량,메밀,충남,6.0,13.0
2022,식량,메밀,충북,61.0,66.0
2023,식량,메밀,강원,554.0,435.0
2023,식량,메밀,경기,1.0,3.0
2023,식량,메밀,경남,57.0,70.0
2023,식량,메밀,경북,357.0,398.0
2023,식량,메밀,전국,3486.0,2975.0
2023,식량,메밀,광주,4.0,3.0
2023,식량,메밀,대구,0.0,0.0
2023,식량,메밀,대전,0.0,0.0
2023,식량,메밀,부산,0.0,0.0
2023,식량,메밀,서울,0.0,0.0
2023,식량,메밀,세종,0.0,0.0
2023,식량,메밀,울산,1.0,1.0
2023,식량,메밀,인천,0.0,0.0
2023,식량,메밀,전남,139.0,115.0
2023,식량,메밀,전북,98.0,128.0
2023,식량,메밀,제주,2169.0,1703.0
2023,식량,메밀,충남,9.0,15.0
2023,식량,메밀,충북,98.0,104.0
2024,식량,메밀,강원,187.0,157.0
2024,식량,메밀,경기,8.0,19.0
2024,식량,메밀,경남,26.0,29.0
2024,식량,메밀,경북,174.0,213.0
2024,식량,메밀,전국,3721.0,3114.0
2024,식량,메밀,광주,1.0,1.0
2024,식량,메밀,대구,0.0,1.0
2024,식량,메밀,대전,0.0,0.0
2024,식량,메밀,울산,3.0,2.0
2024,식량,메밀,전남,43.0,45.0
2024,식량,메밀,전북,11.0,14.0
2024,식량,메밀,제주,3236.0,2586.0
2024,식량,메밀,충남,16.0,29.0
2024,식량,메밀,충북,17.0,18.0
2020,채소,멜론,강원,50.0,1239.0
2020,채소,멜론,경기,0.0,30.0
2020,채소,멜론,경남,243.0,7494.0
2020,채소,멜론,경북,212.0,4847.0
2020,채소,멜론,광주,1.0,9.0
2020,채소,멜론,대구,5.0,140.0
2020,채소,멜론,전국,1511.0,40622.0
2020,채소,멜론,전남,387.0,11456.0
2020,채소,멜론,전북,63.0,1531.0
2020,채소,멜론,충남,498.0,13090.0
2020,채소,멜론,충북,51.0,785.0
2021,채소,멜론,강원,49.0,1207.0
2021,채소,멜론,경기,0.0,30.0
2021,채소,멜론,경남,243.0,7482.0
2021,채소,멜론,경북,213.0,4859.0
2021,채소,멜론,광주,1.0,9.0
2021,채소,멜론,대구,5.0,140.0
2021,채소,멜론,대전,,
2021,채소,멜론,부산,,
2021,채소,멜론,서울,,
2021,채소,멜론,세종,,
2021,채소,멜론,울산,,
2021,채소,멜론,인천,,
2021,채소,멜론,전국,1518.0,41265.0
2021,채소,멜론,전남,367.0,10901.0
2021,채소,멜론,전북,62.0,1555.0
2021,채소,멜론,제주,,
2021,채소,멜론,충남,527.0,14368.0
2021,채소,멜론,충북,51.0,712.0
2022,채소,멜론,강원,52.0,1302.0
2022,채소,멜론,경기,0.0,32.0
2022,채소,멜론,경남,297.0,8709.0
2022,채소,멜론,경북,210.0,4746.0
2022,채소,멜론,광주,1.0,9.0
2022,채소,멜론,대구,5.0,140.0
2022,채소,멜론,전국,1767.0,48389.0
2022,채소,멜론,전남,423.0,13227.0
2022,채소,멜론,전북,73.0,2142.0
2022,채소,멜론,충남,648.0,17294.0
2022,채소,멜론,충북,55.0,787.0
2023,채소,멜론,강원,59.0,1445.0
2023,채소,멜론,경기,1.0,59.0
2023,채소,멜론,경남,239.0,7401.0
2023,채소,멜론,경북,219.0,4901.0
2023,채소,멜론,광주,1.0,9.0
2023,채소,멜론,대구,7.0,140.0
2023,채소,멜론,전국,1783.0,47908.0
2023,채소,멜론,전남,447.0,13788.0
2023,채소,멜론,전북,74.0,2186.0
2023,채소,멜론,충남,682.0,17159.0
2023,채소,멜론,충북,55.0,820.0
2024,채소,멜론,강원,49.0,1233.0
2024,채소,멜론,경기,0.0,30.0
2024,채소,멜론,경남,239.0,7389.0
2024,채소,멜론,경북,213.0,4745.0
2024,채소,멜론,광주,1.0,9.0
2024,채소,멜론,대구,7.0,143.0
2024,채소,멜론,전국,1663.0,44468.0
2024,채소,멜론,전남,343.0,10757.0
2024,채소,멜론,전북,73.0,2142.0
2024,채소,멜론,충남,683.0,17196.0
2024,채소,멜론,충북,56.0,823.0
2020,특약용작물,면화,강원,0.0,0.0
2020,특약용작물,면화,경기,0.0,0.0
2020,특약용작물,면화,경남,1.0,1.0
2020,특약용작물,면화,경북,0.0,0.0
2020,특약용작물,면화,광주,0.0,0.0
2020,특약용작물,면화,대구,0.0,0.0
2020,특약용작물,면화,대전,0.0,0.0
2020,특약용작물,면화,부산,0.0,0.0
2020,특약용작물,면화,서울,0.0,0.0
2020,특약용작물,면화,세종,0.0,0.0
2020,특약용작물,면화,울산,0.0,0.0
2020,특약용작물,면화,인천,0.0,0.0
2020,특약용작물,면화,전남,0.0,0.0
2020,특약용작물,면화,전북,0.0,0.0
2020,특약용작물,면화,제주,0.0,0.0
2020,특약용작물,면화,충남,0.0,0.0
2020,특약용작물,면화,충북,0.0,0.0
2020,특약용작물,면화,전국,1.0,1.0
2021,특약용작물,면화,강원,0.0,0.0
2021,특약용작물,면화,경기,0.0,0.0
2021,특약용작물,면화,경남,1.0,1.0
2021,특약용작물,면화,경북,0.0,0.0
2021,특약용작물,면화,광주,0.0,0.0
2021,특약용작물,면화,대구,0.0,0.0
2021,특약용작물,면화,대전,0.0,0.0
2021,특약용작물,면화,부산,0.0,0.0
2021,특약용작물,면화,서울,0.0,0.0
2021,특약용작물,면화,세종,0.0,0.0
2021,특약용작물,면화,울산,0.0,0.0
2021,특약용작물,면화,인천,0.0,0.0
2021,특약용작물,면화,전남,0.0,0.0
2021,특약용작물,면화,전북,0.0,0.0
2021,특약용작물,면화,제주,0.0,0.0
2021,특약용작물,면화,충남,0.0,0.0
2021,특약용작물,면화,충북,0.0,0.0
2021,특약용작물,면화,전국,1.0,1.0
2022,특약용작물,면화,강원,0.0,0.0
2022,특약용작물,면화,경기,0.0,0.0
2022,특약용작물,면화,경남,1.0,1.0
2022,특약용작물,면화,경북,0.0,0.0
2022,특약용작물,면화,광주,0.0,0.0
2022,특약용작물,면화,대구,0.0,0.0
2022,특약용작물,면화,대전,0.0,0.0
2022,특약용작물,면화,부산,0.0,0.0
2022,특약용작물,면화,서울,0.0,0.0
2022,특약용작물,면화,세종,0.0,0.0
